Date,MedicineName,Temperature,Timestamp,OptimalMin,OptimalMax,PotencyLoss
2026-08-20,HepatitisB,6.12,19:16:55,2,8,0.0
2026-08-20,HepatitisB,7.2,19:17:25,2,8,0.0
2026-08-20,HepatitisB,6.48,19:17:55,2,8,0.0
2026-08-20,HepatitisB,2.66,19:18:25,2,8,0.0
2026-08-20,HepatitisB,9.81,19:18:55,2,8,0.04
2026-08-20,HepatitisB,3.77,19:19:25,2,8,0.0
2026-08-20,HepatitisB,3.4,19:19:55,2,8,0.0
2026-08-20,HepatitisB,12.35,19:20:25,2,8,0.08
2026-08-20,HepatitisB,6.32,19:20:55,2,8,0.0
2026-08-20,HepatitisB,3.1,19:21:25,2,8,0.0
2026-08-20,HepatitisB,7.3,19:21:55,2,8,0.0
2026-08-20,HepatitisB,6.06,19:22:25,2,8,0.0
2026-08-20,HepatitisB,3.36,19:22:55,2,8,0.0
2026-08-20,HepatitisB,4.55,19:23:25,2,8,0.0
2026-08-20,HepatitisB,5.51,19:23:55,2,8,0.0
2026-08-20,HepatitisB,4.1,19:24:25,2,8,0.0
2026-08-20,HepatitisB,6.3,19:24:55,2,8,0.0
2026-08-20,HepatitisB,4.75,19:25:25,2,8,0.0
2026-08-20,HepatitisB,2.75,19:25:55,2,8,0.0
2026-08-20,HepatitisB,3.28,19:26:25,2,8,0.0
2026-08-20,HepatitisB,3.43,19:26:55,2,8,0.0
2026-08-20,HepatitisB,2.84,19:27:25,2,8,0.0
2026-08-20,HepatitisB,3.19,19:27:55,2,8,0.0
2026-08-20,HepatitisB,12.87,19:28:25,2,8,0.25
2026-08-20,HepatitisB,4.65,19:28:55,2,8,0.0
2026-08-20,HepatitisB,3.08,19:29:25,2,8,0.0
2026-08-20,HepatitisB,11.08,19:29:55,2,8,0.28
2026-08-20,HepatitisB,17.25,19:30:25,2,8,0.29
2026-08-20,HepatitisB,2.61,19:30:55,2,8,0.0
2026-08-20,HepatitisB,6.99,19:31:25,2,8,0.0
2026-08-20,HepatitisB,9.0,19:31:55,2,8,0.33
2026-08-20,HepatitisB,5.35,19:32:25,2,8,0.0
2026-08-20,HepatitisB,4.52,19:32:55,2,8,0.0
2026-08-20,HepatitisB,3.89,19:33:25,2,8,0.0
2026-08-20,HepatitisB,4.92,19:33:55,2,8,0.0
2026-08-20,HepatitisB,7.15,19:34:25,2,8,0.0
2026-08-20,HepatitisB,3.7,19:34:55,2,8,0.0
2026-08-20,HepatitisB,10.45,19:35:25,2,8,0.4
2026-08-20,HepatitisB,4.5,19:35:55,2,8,0.0
2026-08-20,HepatitisB,2.3,19:36:25,2,8,0.0
2026-08-20,HepatitisB,5.66,19:36:55,2,8,0.0
2026-08-20,HepatitisB,2.36,19:37:25,2,8,0.0
2026-08-20,HepatitisB,11.91,19:37:55,2,8,0.45
2026-08-20,HepatitisB,2.29,19:38:25,2,8,0.0
2026-08-20,HepatitisB,4.06,19:38:55,2,8,0.0
2026-08-20,HepatitisB,3.95,19:39:25,2,8,0.0
2026-08-20,HepatitisB,2.69,19:39:55,2,8,0.0
2026-08-20,HepatitisB,3.72,19:40:25,2,8,0.0
2026-08-20,HepatitisB,2.48,19:40:55,2,8,0.0
2026-08-20,HepatitisB,6.66,19:41:25,2,8,0.0
2026-08-20,HepatitisB,2.69,19:41:55,2,8,0.0
2026-08-20,HepatitisB,17.48,19:42:25,2,8,0.55
2026-08-20,HepatitisB,2.13,19:42:55,2,8,0.0
2026-08-20,HepatitisB,7.54,19:43:25,2,8,0.0
2026-08-20,HepatitisB,5.81,19:43:55,2,8,0.0
2026-08-20,HepatitisB,3.81,19:44:25,2,8,0.0
2026-08-20,HepatitisB,2.04,19:44:55,2,8,0.0
2026-08-20,HepatitisB,9.66,19:45:25,2,8,0.62
2026-08-20,HepatitisB,2.42,19:45:55,2,8,0.0
2026-08-20,HepatitisB,4.85,19:46:25,2,8,0.0
2026-08-20,HepatitisB,5.29,19:46:55,2,8,0.0
2026-08-20,HepatitisB,4.51,19:47:25,2,8,0.0
2026-08-20,HepatitisB,2.8,19:47:55,2,8,0.0
2026-08-20,HepatitisB,7.05,19:48:25,2,8,0.0
2026-08-20,HepatitisB,7.7,19:48:55,2,8,0.0
2026-08-20,HepatitisB,2.95,19:49:25,2,8,0.0
2026-08-20,HepatitisB,7.48,19:49:55,2,8,0.0
2026-08-20,HepatitisB,4.02,19:50:25,2,8,0.0
2026-08-20,HepatitisB,5.82,19:50:55,2,8,0.0
2026-08-20,HepatitisB,7.32,19:51:25,2,8,0.0
2026-08-20,HepatitisB,2.14,19:51:55,2,8,0.0
2026-08-20,HepatitisB,4.22,19:52:25,2,8,0.0
2026-08-20,HepatitisB,6.8,19:52:55,2,8,0.0
2026-08-20,HepatitisB,7.12,19:53:25,2,8,0.0
2026-08-20,HepatitisB,5.14,19:53:55,2,8,0.0
2026-08-20,HepatitisB,2.88,19:54:25,2,8,0.0
2026-08-20,HepatitisB,4.71,19:54:55,2,8,0.0
2026-08-20,HepatitisB,6.42,19:55:25,2,8,0.0
2026-08-20,HepatitisB,5.68,19:55:55,2,8,0.0
2026-08-20,HepatitisB,5.3,19:56:25,2,8,0.0
2026-08-20,HepatitisB,6.79,19:56:55,2,8,0.0
2026-08-20,HepatitisB,5.65,19:57:25,2,8,0.0
2026-08-20,HepatitisB,3.35,19:57:55,2,8,0.0
2026-08-20,HepatitisB,11.3,19:58:25,2,8,0.9
2026-08-20,HepatitisB,6.12,19:58:55,2,8,0.0
2026-08-20,HepatitisB,5.37,19:59:25,2,8,0.0
2026-08-20,HepatitisB,6.57,19:59:55,2,8,0.0
2026-08-20,HepatitisB,4.86,20:00:25,2,8,0.0
2026-08-20,HepatitisB,6.85,20:00:55,2,8,0.0
2026-08-20,HepatitisB,4.33,20:01:25,2,8,0.0
2026-08-20,HepatitisB,2.25,20:01:55,2,8,0.0
2026-08-20,HepatitisB,7.02,20:02:25,2,8,0.0
2026-08-20,HepatitisB,4.39,20:02:55,2,8,0.0
2026-08-20,HepatitisB,5.08,20:03:25,2,8,0.0
2026-08-20,HepatitisB,4.56,20:03:55,2,8,0.0
2026-08-20,HepatitisB,5.63,20:04:25,2,8,0.0
2026-08-20,HepatitisB,17.2,20:04:55,2,8,1.04
2026-08-20,HepatitisB,3.83,20:05:25,2,8,0.0
2026-08-20,HepatitisB,2.46,20:05:55,2,8,0.0
2026-08-20,HepatitisB,2.34,20:06:25,2,8,0.0
2026-08-20,HepatitisB,3.42,20:06:55,2,8,0.0
2026-08-20,HepatitisB,6.17,20:07:25,2,8,0.0
2026-08-20,HepatitisB,6.83,20:07:55,2,8,0.0
2026-08-20,HepatitisB,4.57,20:08:25,2,8,0.0
2026-08-20,HepatitisB,6.78,20:08:55,2,8,0.0
2026-08-20,HepatitisB,4.7,20:09:25,2,8,0.0
2026-08-20,HepatitisB,3.12,20:09:55,2,8,0.0
2026-08-20,HepatitisB,3.06,20:10:25,2,8,0.0
2026-08-20,HepatitisB,4.05,20:10:55,2,8,0.0
2026-08-20,HepatitisB,7.82,20:11:25,2,8,0.0
2026-08-20,HepatitisB,6.88,20:11:55,2,8,0.0
2026-08-20,HepatitisB,6.11,20:12:25,2,8,0.0
2026-08-20,HepatitisB,6.36,20:12:55,2,8,0.0
2026-08-20,HepatitisB,7.69,20:13:25,2,8,0.0
2026-08-20,HepatitisB,11.68,20:13:55,2,8,1.23
2026-08-20,HepatitisB,2.42,20:14:25,2,8,0.0
2026-08-20,HepatitisB,16.1,20:14:55,2,8,1.26
2026-08-20,HepatitisB,11.61,20:15:25,2,8,1.27
2026-08-20,HepatitisB,6.09,20:15:55,2,8,0.0
2026-08-20,HepatitisB,8.0,20:16:25,2,8,0.0
2026-08-20,HepatitisB,5.82,20:16:55,2,8,0.0
2026-08-20,HepatitisB,17.31,20:17:25,2,8,1.31
2026-08-20,HepatitisB,3.61,20:17:55,2,8,0.0
2026-08-20,HepatitisB,3.1,20:18:25,2,8,0.0
2026-08-20,HepatitisB,4.83,20:18:55,2,8,0.0
2026-08-20,HepatitisB,9.91,20:19:25,2,8,1.35
2026-08-20,HepatitisB,3.26,20:19:55,2,8,0.0
2026-08-20,HepatitisB,3.09,20:20:25,2,8,0.0
2026-08-20,HepatitisB,7.28,20:20:55,2,8,0.0
2026-08-20,HepatitisB,3.4,20:21:25,2,8,0.0
2026-08-20,HepatitisB,6.74,20:21:55,2,8,0.0
2026-08-20,HepatitisB,5.6,20:22:25,2,8,0.0
2026-08-20,HepatitisB,3.38,20:22:55,2,8,0.0
2026-08-20,HepatitisB,13.74,20:23:25,2,8,1.44
2026-08-20,HepatitisB,6.92,20:23:55,2,8,0.0
2026-08-20,HepatitisB,14.62,20:24:25,2,8,1.46
2026-08-20,HepatitisB,4.54,20:24:55,2,8,0.0
2026-08-20,HepatitisB,7.43,20:25:25,2,8,0.0
2026-08-20,HepatitisB,5.74,20:25:55,2,8,0.0
2026-08-20,HepatitisB,7.28,20:26:25,2,8,0.0
2026-08-20,HepatitisB,7.52,20:26:55,2,8,0.0
2026-08-20,HepatitisB,4.74,20:27:25,2,8,0.0
2026-08-20,HepatitisB,5.5,20:27:55,2,8,0.0
2026-08-20,HepatitisB,2.59,20:28:25,2,8,0.0
2026-08-20,HepatitisB,4.72,20:28:55,2,8,0.0
2026-08-20,HepatitisB,12.0,20:29:25,2,8,1.57
2026-08-20,HepatitisB,7.57,20:29:55,2,8,0.0
2026-08-20,HepatitisB,5.94,20:30:25,2,8,0.0
2026-08-20,HepatitisB,2.77,20:30:55,2,8,0.0
2026-08-20,HepatitisB,6.11,20:31:25,2,8,0.0
2026-08-20,HepatitisB,10.78,20:31:55,2,8,1.62
2026-08-20,HepatitisB,2.53,20:32:25,2,8,0.0
2026-08-20,HepatitisB,2.82,20:32:55,2,8,0.0
2026-08-20,HepatitisB,6.41,20:33:25,2,8,0.0
2026-08-20,HepatitisB,7.21,20:33:55,2,8,0.0
2026-08-20,HepatitisB,5.42,20:34:25,2,8,0.0
2026-08-20,HepatitisB,5.78,20:34:55,2,8,0.0
2026-08-20,HepatitisB,2.52,20:35:25,2,8,0.0
2026-08-20,HepatitisB,6.95,20:35:55,2,8,0.0
2026-08-20,HepatitisB,4.09,20:36:25,2,8,0.0
2026-08-20,HepatitisB,3.04,20:36:55,2,8,0.0
2026-08-20,HepatitisB,3.24,20:37:25,2,8,0.0
2026-08-20,HepatitisB,17.67,20:37:55,2,8,1.76
2026-08-20,HepatitisB,6.88,20:38:25,2,8,0.0
2026-08-20,HepatitisB,5.45,20:38:55,2,8,0.0
2026-08-20,HepatitisB,3.82,20:39:25,2,8,0.0
2026-08-20,HepatitisB,16.13,20:39:55,2,8,1.8
2026-08-20,HepatitisB,5.32,20:40:25,2,8,0.0
2026-08-20,HepatitisB,12.63,20:40:55,2,8,1.82
2026-08-20,HepatitisB,3.14,20:41:25,2,8,0.0
2026-08-20,HepatitisB,3.01,20:41:55,2,8,0.0
2026-08-20,HepatitisB,9.55,20:42:25,2,8,1.85
2026-08-20,HepatitisB,4.38,20:42:55,2,8,0.0
2026-08-20,HepatitisB,2.91,20:43:25,2,8,0.0
2026-08-20,HepatitisB,2.11,20:43:55,2,8,0.0
2026-08-20,HepatitisB,3.36,20:44:25,2,8,0.0
2026-08-20,HepatitisB,10.93,20:44:55,2,8,1.91
2026-08-20,HepatitisB,5.44,20:45:25,2,8,0.0
2026-08-20,HepatitisB,2.55,20:45:55,2,8,0.0
2026-08-20,HepatitisB,16.65,20:46:25,2,8,1.94
2026-08-20,HepatitisB,10.13,20:46:55,2,8,1.95
2026-08-20,HepatitisB,4.69,20:47:25,2,8,0.0
2026-08-20,HepatitisB,5.61,20:47:55,2,8,0.0
2026-08-20,HepatitisB,6.57,20:48:25,2,8,0.0
2026-08-20,HepatitisB,3.66,20:48:55,2,8,0.0
2026-08-20,HepatitisB,13.68,20:49:25,2,8,2.0
2026-08-20,HepatitisB,7.79,20:49:55,2,8,0.0
2026-08-20,HepatitisB,10.48,20:50:25,2,8,2.03
2026-08-20,HepatitisB,5.92,20:50:55,2,8,0.0
2026-08-20,HepatitisB,4.96,20:51:25,2,8,0.0
2026-08-20,HepatitisB,17.06,20:51:55,2,8,2.06
2026-08-20,HepatitisB,5.35,20:52:25,2,8,0.0
2026-08-20,HepatitisB,6.17,20:52:55,2,8,0.0
2026-08-20,HepatitisB,6.91,20:53:25,2,8,0.0
2026-08-20,HepatitisB,5.54,20:53:55,2,8,0.0
2026-08-20,HepatitisB,7.19,20:54:25,2,8,0.0
2026-08-20,HepatitisB,2.48,20:54:55,2,8,0.0
2026-08-20,HepatitisB,16.06,20:55:25,2,8,2.13
2026-08-20,HepatitisB,16.14,20:55:55,2,8,2.15
2026-08-20,HepatitisB,2.56,20:56:25,2,8,0.0
2026-08-20,HepatitisB,7.36,20:56:55,2,8,0.0
2026-08-20,HepatitisB,7.99,20:57:25,2,8,0.0
2026-08-20,HepatitisB,7.51,20:57:55,2,8,0.0
2026-08-20,HepatitisB,5.83,20:58:25,2,8,0.0
2026-08-20,HepatitisB,6.11,20:58:55,2,8,0.0
2026-08-20,HepatitisB,4.23,20:59:25,2,8,0.0
2026-08-20,HepatitisB,7.66,20:59:55,2,8,0.0
2026-08-20,HepatitisB,6.43,21:00:25,2,8,0.0
2026-08-20,HepatitisB,7.45,21:00:55,2,8,0.0
2026-08-20,HepatitisB,4.43,21:01:25,2,8,0.0
2026-08-20,HepatitisB,3.68,21:01:55,2,8,0.0
2026-08-20,HepatitisB,15.07,21:02:25,2,8,2.29
2026-08-20,HepatitisB,5.21,21:02:55,2,8,0.0
2026-08-20,HepatitisB,11.16,21:03:25,2,8,2.31
2026-08-20,HepatitisB,2.92,21:03:55,2,8,0.0
2026-08-20,HepatitisB,3.22,21:04:25,2,8,0.0
2026-08-20,HepatitisB,14.8,21:04:55,2,8,2.34
2026-08-20,HepatitisB,3.86,21:05:25,2,8,0.0
2026-08-20,HepatitisB,2.81,21:05:55,2,8,0.0
2026-08-20,HepatitisB,3.25,21:06:25,2,8,0.0
2026-08-20,HepatitisB,6.2,21:06:55,2,8,0.0
2026-08-20,HepatitisB,6.31,21:07:25,2,8,0.0
2026-08-20,HepatitisB,4.82,21:07:55,2,8,0.0
2026-08-20,HepatitisB,2.3,21:08:25,2,8,0.0
2026-08-20,HepatitisB,7.34,21:08:55,2,8,0.0
2026-08-20,HepatitisB,3.0,21:09:25,2,8,0.0
2026-08-20,HepatitisB,3.0,21:09:55,2,8,0.0
2026-08-20,HepatitisB,5.33,21:10:25,2,8,0.0
2026-08-20,HepatitisB,7.93,21:10:55,2,8,0.0
2026-08-20,HepatitisB,6.59,21:11:25,2,8,0.0
2026-08-20,HepatitisB,6.06,21:11:55,2,8,0.0
2026-08-20,HepatitisB,2.34,21:12:25,2,8,0.0
2026-08-20,HepatitisB,4.6,21:12:55,2,8,0.0
2026-08-20,HepatitisB,16.35,21:13:25,2,8,2.52
2026-08-20,HepatitisB,4.92,21:13:55,2,8,0.0
2026-08-20,HepatitisB,3.73,21:14:25,2,8,0.0
2026-08-20,HepatitisB,2.89,21:14:55,2,8,0.0
2026-08-20,HepatitisB,17.02,21:15:25,2,8,2.57
2026-08-20,HepatitisB,5.21,21:15:55,2,8,0.0
2026-08-20,HepatitisB,10.72,21:16:25,2,8,2.59
2026-08-20,HepatitisB,9.82,21:16:55,2,8,2.6
2026-08-20,HepatitisB,7.96,21:17:25,2,8,0.0
2026-08-20,HepatitisB,4.3,21:17:55,2,8,0.0
2026-08-20,HepatitisB,3.14,21:18:25,2,8,0.0
2026-08-20,HepatitisB,5.35,21:18:55,2,8,0.0
2026-08-20,HepatitisB,3.46,21:19:25,2,8,0.0
2026-08-20,HepatitisB,5.25,21:19:55,2,8,0.0
2026-08-20,HepatitisB,17.53,21:20:25,2,8,2.68
2026-08-20,HepatitisB,4.56,21:20:55,2,8,0.0
2026-08-20,HepatitisB,2.41,21:21:25,2,8,0.0
2026-08-20,HepatitisB,3.49,21:21:55,2,8,0.0
2026-08-20,HepatitisB,13.82,21:22:25,2,8,2.72
2026-08-20,HepatitisB,2.44,21:22:55,2,8,0.0
2026-08-20,HepatitisB,4.95,21:23:25,2,8,0.0
2026-08-20,HepatitisB,7.6,21:23:55,2,8,0.0
2026-08-20,HepatitisB,5.59,21:24:25,2,8,0.0
2026-08-20,HepatitisB,13.38,21:24:55,2,8,2.77
2026-08-20,HepatitisB,3.94,21:25:25,2,8,0.0
2026-08-20,HepatitisB,4.04,21:25:55,2,8,0.0
2026-08-20,HepatitisB,5.86,21:26:25,2,8,0.0
