Date,MedicineName,Temperature,Timestamp,OptimalMin,OptimalMax,PotencyLoss
2026-08-20,Lantus(insulin glargine),6.91,19:16:52,2,8,0.0
2026-08-20,Lantus(insulin glargine),6.84,19:17:22,2,8,0.0
2026-08-20,Lantus(insulin glargine),6.85,19:17:52,2,8,0.0
2026-08-20,Lantus(insulin glargine),9.27,19:18:22,2,8,0.03
2026-08-20,Lantus(insulin glargine),6.34,19:18:52,2,8,0.0
2026-08-20,Lantus(insulin glargine),6.99,19:19:22,2,8,0.0
2026-08-20,Lantus(insulin glargine),14.81,19:19:52,2,8,0.07
2026-08-20,Lantus(insulin glargine),10.35,19:20:22,2,8,0.08
2026-08-20,Lantus(insulin glargine),14.84,19:20:52,2,8,0.09
2026-08-20,Lantus(insulin glargine),10.72,19:21:22,2,8,0.1
2026-08-20,Lantus(insulin glargine),7.45,19:21:52,2,8,0.0
2026-08-20,Lantus(insulin glargine),2.96,19:22:22,2,8,0.0
2026-08-20,Lantus(insulin glargine),15.31,19:22:52,2,8,0.13
2026-08-20,Lantus(insulin glargine),14.94,19:23:22,2,8,0.14
2026-08-20,Lantus(insulin glargine),7.75,19:23:52,2,8,0.0
2026-08-20,Lantus(insulin glargine),9.41,19:24:22,2,8,0.16
2026-08-20,Lantus(insulin glargine),7.18,19:24:52,2,8,0.0
2026-08-20,Lantus(insulin glargine),10.81,19:25:22,2,8,0.18
2026-08-20,Lantus(insulin glargine),11.38,19:25:52,2,8,0.2
2026-08-20,Lantus(insulin glargine),4.78,19:26:22,2,8,0.0
2026-08-20,Lantus(insulin glargine),7.79,19:26:52,2,8,0.0
2026-08-20,Lantus(insulin glargine),6.63,19:27:22,2,8,0.0
2026-08-20,Lantus(insulin glargine),7.91,19:27:52,2,8,0.0
2026-08-20,Lantus(insulin glargine),4.74,19:28:22,2,8,0.0
2026-08-20,Lantus(insulin glargine),12.88,19:28:52,2,8,0.26
2026-08-20,Lantus(insulin glargine),7.94,19:29:22,2,8,0.0
2026-08-20,Lantus(insulin glargine),11.24,19:29:52,2,8,0.28
2026-08-20,Lantus(insulin glargine),17.94,19:30:22,2,8,0.29
2026-08-20,Lantus(insulin glargine),17.76,19:30:52,2,8,0.3
2026-08-20,Lantus(insulin glargine),11.55,19:31:22,2,8,0.31
2026-08-20,Lantus(insulin glargine),6.4,19:31:52,2,8,0.0
2026-08-20,Lantus(insulin glargine),16.15,19:32:22,2,8,0.34
2026-08-20,Lantus(insulin glargine),7.11,19:32:52,2,8,0.0
2026-08-20,Lantus(insulin glargine),2.53,19:33:22,2,8,0.0
2026-08-20,Lantus(insulin glargine),3.95,19:33:52,2,8,0.0
2026-08-20,Lantus(insulin glargine),17.55,19:34:22,2,8,0.38
2026-08-20,Lantus(insulin glargine),5.66,19:34:52,2,8,0.0
2026-08-20,Lantus(insulin glargine),2.74,19:35:22,2,8,0.0
2026-08-20,Lantus(insulin glargine),10.0,19:35:52,2,8,0.41
2026-08-20,Lantus(insulin glargine),11.89,19:36:22,2,8,0.42
2026-08-20,Lantus(insulin glargine),4.89,19:36:52,2,8,0.0
2026-08-20,Lantus(insulin glargine),7.05,19:37:22,2,8,0.0
2026-08-20,Lantus(insulin glargine),5.09,19:37:52,2,8,0.0
2026-08-20,Lantus(insulin glargine),10.32,19:38:22,2,8,0.47
2026-08-20,Lantus(insulin glargine),4.73,19:38:52,2,8,0.0
2026-08-20,Lantus(insulin glargine),15.07,19:39:22,2,8,0.49
2026-08-20,Lantus(insulin glargine),6.37,19:39:52,2,8,0.0
2026-08-20,Lantus(insulin glargine),6.65,19:40:22,2,8,0.0
