Date,MedicineName,Temperature,Timestamp,OptimalMin,OptimalMax,PotencyLoss
2026-08-20,Comirnaty,2.83,19:16:54,2,8,0.0
2026-08-20,Comirnaty,5.22,19:17:24,2,8,0.0
2026-08-20,Comirnaty,4.86,19:17:54,2,8,0.0
2026-08-20,Comirnaty,7.42,19:18:24,2,8,0.0
2026-08-20,Comirnaty,6.45,19:18:54,2,8,0.0
2026-08-20,Comirnaty,2.68,19:19:24,2,8,0.0
2026-08-20,Comirnaty,12.37,19:19:54,2,8,0.07
2026-08-20,Comirnaty,3.17,19:20:24,2,8,0.0
2026-08-20,Comirnaty,2.38,19:20:54,2,8,0.0
2026-08-20,Comirnaty,5.53,19:21:24,2,8,0.0
2026-08-20,Comirnaty,11.41,19:21:54,2,8,0.11
2026-08-20,Comirnaty,2.6,19:22:24,2,8,0.0
2026-08-20,Comirnaty,2.24,19:22:54,2,8,0.0
2026-08-20,Comirnaty,3.28,19:23:24,2,8,0.0
2026-08-20,Comirnaty,3.97,19:23:54,2,8,0.0
2026-08-20,Comirnaty,3.9,19:24:24,2,8,0.0
2026-08-20,Comirnaty,12.16,19:24:54,2,8,0.17
2026-08-20,Comirnaty,6.12,19:25:24,2,8,0.0
2026-08-20,Comirnaty,9.78,19:25:54,2,8,0.2
2026-08-20,Comirnaty,2.19,19:26:24,2,8,0.0
2026-08-20,Comirnaty,6.66,19:26:54,2,8,0.0
2026-08-20,Comirnaty,5.68,19:27:24,2,8,0.0
2026-08-20,Comirnaty,10.3,19:27:54,2,8,0.24
2026-08-20,Comirnaty,2.39,19:28:24,2,8,0.0
2026-08-20,Comirnaty,4.03,19:28:54,2,8,0.0
2026-08-20,Comirnaty,6.89,19:29:24,2,8,0.0
2026-08-20,Comirnaty,3.04,19:29:54,2,8,0.0
2026-08-20,Comirnaty,7.2,19:30:24,2,8,0.0
2026-08-20,Comirnaty,7.04,19:30:54,2,8,0.0
2026-08-20,Comirnaty,5.65,19:31:24,2,8,0.0
2026-08-20,Comirnaty,6.32,19:31:54,2,8,0.0
2026-08-20,Comirnaty,4.41,19:32:24,2,8,0.0
2026-08-20,Comirnaty,2.75,19:32:54,2,8,0.0
2026-08-20,Comirnaty,4.55,19:33:24,2,8,0.0
2026-08-20,Comirnaty,7.79,19:33:54,2,8,0.0
2026-08-20,Comirnaty,16.68,19:34:24,2,8,0.38
2026-08-20,Comirnaty,9.52,19:34:54,2,8,0.39
2026-08-20,Comirnaty,3.56,19:35:24,2,8,0.0
2026-08-20,Comirnaty,7.14,19:35:54,2,8,0.0
2026-08-20,Comirnaty,6.87,19:36:24,2,8,0.0
2026-08-20,Comirnaty,6.09,19:36:54,2,8,0.0
2026-08-20,Comirnaty,6.05,19:37:24,2,8,0.0
2026-08-20,Comirnaty,6.86,19:37:54,2,8,0.0
2026-08-20,Comirnaty,7.05,19:38:24,2,8,0.0
2026-08-20,Comirnaty,3.94,19:38:54,2,8,0.0
2026-08-20,Comirnaty,3.42,19:39:24,2,8,0.0
2026-08-20,Comirnaty,3.66,19:39:54,2,8,0.0
2026-08-20,Comirnaty,7.71,19:40:24,2,8,0.0
2026-08-20,Comirnaty,5.61,19:40:54,2,8,0.0
2026-08-20,Comirnaty,16.11,19:41:24,2,8,0.53
2026-08-20,Comirnaty,2.46,19:41:54,2,8,0.0
2026-08-20,Comirnaty,2.33,19:42:24,2,8,0.0
2026-08-20,Comirnaty,16.2,19:42:54,2,8,0.56
2026-08-20,Comirnaty,3.24,19:43:24,2,8,0.0
2026-08-20,Comirnaty,7.6,19:43:54,2,8,0.0
2026-08-20,Comirnaty,3.43,19:44:24,2,8,0.0
2026-08-20,Comirnaty,3.58,19:44:54,2,8,0.0
2026-08-20,Comirnaty,5.14,19:45:24,2,8,0.0
2026-08-20,Comirnaty,4.63,19:45:54,2,8,0.0
2026-08-20,Comirnaty,6.21,19:46:24,2,8,0.0
2026-08-20,Comirnaty,7.57,19:46:54,2,8,0.0
2026-08-20,Comirnaty,4.47,19:47:24,2,8,0.0
2026-08-20,Comirnaty,7.58,19:47:54,2,8,0.0
2026-08-20,Comirnaty,14.42,19:48:24,2,8,0.68
2026-08-20,Comirnaty,3.33,19:48:54,2,8,0.0
2026-08-20,Comirnaty,7.04,19:49:24,2,8,0.0
2026-08-20,Comirnaty,7.79,19:49:54,2,8,0.0
2026-08-20,Comirnaty,3.64,19:50:24,2,8,0.0
2026-08-20,Comirnaty,5.81,19:50:54,2,8,0.0
2026-08-20,Comirnaty,17.78,19:51:24,2,8,0.75
2026-08-20,Comirnaty,17.45,19:51:54,2,8,0.76
2026-08-20,Comirnaty,6.11,19:52:24,2,8,0.0
2026-08-20,Comirnaty,7.24,19:52:54,2,8,0.0
2026-08-20,Comirnaty,3.97,19:53:24,2,8,0.0
2026-08-20,Comirnaty,6.62,19:53:54,2,8,0.0
