Date,MedicineName,Temperature,Timestamp,OptimalMin,OptimalMax,PotencyLoss
2026-08-20,Gardasil9,6.82,19:16:53,2,8,0.0
2026-08-20,Gardasil9,14.5,19:17:23,2,8,0.01
2026-08-20,Gardasil9,9.23,19:17:53,2,8,0.02
2026-08-20,Gardasil9,17.33,19:18:23,2,8,0.03
2026-08-20,Gardasil9,9.99,19:18:53,2,8,0.04
2026-08-20,Gardasil9,16.32,19:19:23,2,8,0.05
2026-08-20,Gardasil9,17.2,19:19:53,2,8,0.07
2026-08-20,Gardasil9,10.34,19:20:23,2,8,0.08
2026-08-20,Gardasil9,4.52,19:20:53,2,8,0.0
2026-08-20,Gardasil9,11.92,19:21:23,2,8,0.1
2026-08-20,Gardasil9,12.74,19:21:53,2,8,0.11
2026-08-20,Gardasil9,12.87,19:22:23,2,8,0.12
2026-08-20,Gardasil9,7.03,19:22:53,2,8,0.0
2026-08-20,Gardasil9,6.86,19:23:23,2,8,0.0
2026-08-20,Gardasil9,7.54,19:23:53,2,8,0.0
2026-08-20,Gardasil9,6.84,19:24:23,2,8,0.0
2026-08-20,Gardasil9,3.14,19:24:53,2,8,0.0
2026-08-20,Gardasil9,16.84,19:25:23,2,8,0.18
2026-08-20,Gardasil9,6.37,19:25:53,2,8,0.0
2026-08-20,Gardasil9,12.29,19:26:23,2,8,0.21
2026-08-20,Gardasil9,17.01,19:26:53,2,8,0.22
2026-08-20,Gardasil9,15.28,19:27:23,2,8,0.23
2026-08-20,Gardasil9,7.2,19:27:53,2,8,0.0
2026-08-20,Gardasil9,6.7,19:28:23,2,8,0.0
2026-08-20,Gardasil9,11.0,19:28:53,2,8,0.26
2026-08-20,Gardasil9,7.17,19:29:23,2,8,0.0
2026-08-20,Gardasil9,11.14,19:29:53,2,8,0.28
2026-08-20,Gardasil9,17.75,19:30:23,2,8,0.29
2026-08-20,Gardasil9,15.46,19:30:53,2,8,0.3
2026-08-20,Gardasil9,5.29,19:31:23,2,8,0.0
2026-08-20,Gardasil9,16.88,19:31:53,2,8,0.33
2026-08-20,Gardasil9,3.04,19:32:23,2,8,0.0
2026-08-20,Gardasil9,5.41,19:32:53,2,8,0.0
2026-08-20,Gardasil9,12.5,19:33:23,2,8,0.36
2026-08-20,Gardasil9,11.35,19:33:53,2,8,0.37
2026-08-20,Gardasil9,17.38,19:34:23,2,8,0.38
2026-08-20,Gardasil9,11.07,19:34:53,2,8,0.39
