File,MedicineName,MedicineCode,AvgTempDeviation,MaxTempDeviation,BadTempDurationHours,TimeAbove25C,TimeBelow0C,TemperatureVariance,PotencyLoss
Comirnaty_1.csv,Comirnaty,0,1.637865,10.0,4.866666666666666,0.0,0.0,19.488333676613312,3.164615
Comirnaty_2.csv,Comirnaty,0,1.61679,9.969999999999999,4.941666666666666,0.0,0.0,18.926355147348676,3.1860299999999997
Comirnaty_20in80out.csv,Comirnaty,0,4.4260875,10.0,134.01666666666668,0.0,0.0,17.465979057546626,87.22797800000001
Comirnaty_35in65out.csv,Comirnaty,0,3.6013259999999994,10.0,108.99166666666666,0.0,0.0,21.865653092654632,71.036722
Comirnaty_40in60out.csv,Comirnaty,0,3.2714585,10.0,99.9,0.0,0.0,22.345442220427024,64.7478855
Comirnaty_50in50out.csv,Comirnaty,0,2.7613015000000005,10.0,83.525,0.0,0.0,23.097781459996998,54.1704855
Comirnaty_84in16out.csv,Comirnaty,0,0.873334,9.989999999999998,26.55,0.0,0.0,13.295102477887893,17.313104
Gardasil9_1.csv,Gardasil9,3,1.737015,9.989999999999998,5.175,0.0,0.0,20.030520596198098,3.3787200000000004
Gardasil9_2.csv,Gardasil9,3,1.69047,10.0,5.158333333333333,0.0,0.0,19.637165957353677,3.31268
Gardasil9_20in80out.csv,Gardasil9,3,4.384661,10.0,132.35,0.0,0.0,17.91508129336242,86.01178449999999
Gardasil9_35in65out.csv,Gardasil9,3,3.556872499999999,10.0,108.575,0.0,0.0,21.621022568887444,70.581237
Gardasil9_40in60out.csv,Gardasil9,3,3.2883709999999997,10.0,99.51666666666667,0.0,0.0,22.596357392713387,64.7914705
Gardasil9_50in50out.csv,Gardasil9,3,2.7454485,10.0,83.78333333333333,0.0,0.0,22.848271197089606,54.449603999999994
Gardasil9_84in16out.csv,Gardasil9,3,0.895806,10.0,27.333333333333332,0.0,0.0,13.466730126326066,17.750367
HepatitisB_1.csv,HepatitisB,4,1.53759,10.0,4.533333333333333,0.0,0.0,18.847950872411204,2.9194349999999996
HepatitisB_2.csv,HepatitisB,4,1.512515,9.989999999999998,4.541666666666667,0.0,0.0,18.4247556522011,2.8661800000000004
HepatitisB_20in80out.csv,HepatitisB,4,4.40753,10.0,133.75,0.0,0.0,17.463515903295164,87.29652550000002
HepatitisB_35in65out.csv,HepatitisB,4,3.5596675,10.0,107.58333333333333,0.0,0.0,22.033843752066602,70.35627099999999
HepatitisB_40in60out.csv,HepatitisB,4,3.3664445,10.0,101.84166666666667,0.0,0.0,22.461808910093254,66.2532275
HepatitisB_50in50out.csv,HepatitisB,4,2.7399475,10.0,83.26666666666667,0.0,0.0,22.794800779356716,54.11994249999999
HepatitisB_84in16out.csv,HepatitisB,4,0.8689295,10.0,26.308333333333334,0.0,0.0,13.163822930202512,17.19518
Humira_1.csv,Humira,2,1.63166,9.98,5.075,0.0,0.0,19.017370757278638,3.39709
Humira_2.csv,Humira,2,1.6058350000000001,9.989999999999998,4.9,0.0,0.0,18.668821645797898,3.143895
Humira_20in80out.csv,Humira,2,4.383023000000001,10.0,133.20833333333334,0.0,0.0,17.667481724895996,86.56129299999999
Humira_35in65out.csv,Humira,2,3.568922,10.0,108.35,0.0,0.0,21.951134173246412,70.2958875
Humira_40in60out.csv,Humira,2,3.2793630000000005,10.0,99.825,0.0,0.0,22.662350081941845,64.615712
Humira_50in50out.csv,Humira,2,2.7563775,10.0,83.01666666666667,0.0,0.0,23.01056268521826,54.155106
Humira_84in16out.csv,Humira,2,0.871526,10.0,26.325,0.0,0.0,13.18749198523526,17.062464999999996
Lantus(insulin_glargine)_1.csv,Lantus(insulin glargine),1,1.5326399999999998,9.969999999999999,4.875,0.0,0.0,18.03365413706853,3.108475
Lantus(insulin_glargine)_2.csv,Lantus(insulin glargine),1,1.56771,9.989999999999998,4.8,0.0,0.0,18.950475347673837,3.1990550000000004
Lantus(insulin_glargine)_20in80out.csv,Lantus(insulin glargine),1,4.3747645,10.0,132.50833333333333,0.0,0.0,17.73426934062603,86.14129
Lantus(insulin_glargine)_35in65out.csv,Lantus(insulin glargine),1,3.5605900000000004,10.0,108.025,0.0,0.0,21.786988859042953,70.19593049999999
Lantus(insulin_glargine)_40in60out.csv,Lantus(insulin glargine),1,3.281456,10.0,99.51666666666667,0.0,0.0,22.613180227249114,64.603978
Lantus(insulin_glargine)_50in50out.csv,Lantus(insulin glargine),1,2.7282575000000002,10.0,83.14166666666667,0.0,0.0,22.775420406051303,53.90925349999999
Lantus(insulin_glargine)_84in16out.csv,Lantus(insulin glargine),1,0.9103705,10.0,27.466666666666665,0.0,0.0,13.601540254112704,18.003546000000004
